Codes,Names,Lone parent household (%),BAME (%),English as first language (%),Social rented (%),Private rented (%),% Highest level of qualification: Level 2 qualifications,Unemployment rate,Median Household Income (£)
E01001092,Croydon 037B,7.5,33.8,92.5,4.9,16.5,12.6,6.4,51709
E01001093,Croydon 037C,15.3,42.5,92.5,7.2,16,14.3,5.0,38766
E01001096,Croydon 037D,9.1,28.9,97.2,3.4,8.5,16.5,2.9,54568
E01001097,Croydon 037E,10.5,32.9,91.8,11.9,33.9,16.2,4.7,33526
E01001098,Croydon 037F,6.6,23.2,96.3,1.2,6,15.0,5.0,57551
E01001028,Croydon 038A,4.9,38.3,96.6,1.5,6.4,15.9,4.7,56991
E01001029,Croydon 038B,9.1,31.2,92.2,4.3,20,15.6,4.2,50015
E01001030,Croydon 038C,5,34.7,95.2,0.9,6.7,16.3,2.8,55081
E01001031,Croydon 038D,6.5,23.8,96.7,0.2,6.9,17.9,5.2,52697
E01001094,Croydon 038E,5,34.2,96.4,0.8,8.4,14.6,3.9,61489
E01001103,Croydon 039A,7.2,17.7,97.5,4.9,5.5,18.0,4.3,43899
E01001105,Croydon 039B,14.1,15.6,97.9,22,4.6,17.9,5.4,30566
E01001106,Croydon 039C,14.1,18.7,97.2,10.4,8.7,19.3,5.6,35736
E01001121,Croydon 039D,5.6,16.2,95.8,3.2,3.2,16.6,3.2,50318
E01001069,Croydon 040A,8.8,23.2,96.8,5.8,8.8,14.5,4.1,47826
E01001070,Croydon 040B,14.7,28.9,95.4,18.2,5.5,16.2,8.3,37796
E01001075,Croydon 040C,10.1,18.2,95.2,8.5,17.3,18.0,5.5,40375
E01001099,Croydon 040D,16.7,27.9,94.7,22,13.7,18.6,7.4,36891
E01001015,Croydon 041A,18.4,20.3,96.7,29.9,7.6,16.2,7.8,34296
E01001016,Croydon 041B,11.1,21.3,96.1,6.5,6.8,18.2,4.8,42252
E01001023,Croydon 041C,10.8,31.3,94.8,8.9,28.7,16.9,7.1,30928
E01001067,Croydon 041D,4.7,27.4,96.9,0.5,5.2,16.0,4.2,57116
E01001074,Croydon 041E,14.3,30.7,94.1,19,22.8,16.6,6.6,36044
E01001068,Croydon 042A,16.6,22,96.9,19.5,10.8,17.2,5.8,40749
E01001071,Croydon 042B,13.1,16.3,97.4,13.5,7.6,20.8,4.9,39559
E01001072,Croydon 042C,7.9,15.3,97,0.9,4.5,15.5,5.0,56717
E01001104,Croydon 042D,6.4,20.5,97.5,3.9,5.9,18.2,5.0,49924
E01001017,Croydon 043A,7.6,11.8,98.6,1.4,5.3,16.7,4.8,50938
E01001024,Croydon 043B,10.5,20,97.7,3,8.6,17.3,5.3,42369
E01001025,Croydon 043C,10,15.7,98.2,2.9,4.9,16.7,4.7,42430
E01001026,Croydon 043D,12.8,12.1,99.7,12.5,5.9,19.8,3.6,36297
E01001027,Croydon 043E,12.5,20.6,99.1,4.3,8.6,17.2,4.0,44743
E01001018,Croydon 044A,6.9,8,98.9,3,6.4,18.4,5.0,43743
E01001019,Croydon 044B,3.9,13.8,98.8,7.6,4.4,15.9,4.8,48775
E01001020,Croydon 044C,10.4,16.4,98.6,6.2,5.2,16.2,4.3,40033
E01001021,Croydon 044D,19,19.4,97.3,49.2,6.3,17.8,10.1,25333
E01001022,Croydon 044E,8.5,12.7,98.2,1.8,3.9,18.1,5.6,43559
E01000990,Croydon 045A,27,43.7,91.6,58.7,5.8,15.4,10.8,23699
E01001189,Croydon 045B,20,52.2,94.6,14.2,11.2,17.3,7.6,31122
E01001190,Croydon 045C,25,58.6,93.7,20.6,12.7,17.6,6.8,29505
E01001194,Croydon 045D,21,48.2,94.1,8.8,18.9,15.3,7.2,32131
E01032569,Croydon 045E,37.6,46.7,90.8,60.8,8.2,17.6,11.8,22065
E01001269,Ealing 001A,10.2,50.3,68.9,3.9,30.5,12.5,5.5,31095
E01001271,Ealing 001B,12.1,51.6,71.7,7.8,23.9,12.2,7.7,29682
E01001309,Ealing 001C,9.8,54.9,76.4,3.6,21.5,12.6,5.9,30652
E01001310,Ealing 001D,14.8,57,77.4,8.4,21,13.7,7.4,29990
E01001311,Ealing 001E,19.3,48.5,74.2,35.1,18.1,11.2,7.8,25648
E01001307,Ealing 002A,7.9,50.9,73.6,1.6,26.9,11.0,7.0,33946
E01001308,Ealing 002B,7.8,62.8,73.6,1,22.1,10.6,6.1,36633
E01001312,Ealing 002C,11,60.8,66.9,8.1,28.1,9.9,6.2,30439
E01001313,Ealing 002D,11,64.8,75.2,3.7,23.4,12.2,6.7,32609
E01001314,Ealing 002E,11.5,51.9,71.1,1.8,22.5,10.7,5.0,33983
E01001315,Ealing 003A,14.5,58.5,77,14.1,16,14.6,7.0,29341
E01001316,Ealing 003B,24.5,58.6,75.5,43.9,19.7,14.2,10.3,24075
E01001317,Ealing 003C,17.8,51.2,74.5,23,20.1,10.7,8.3,26869
E01001318,Ealing 003D,21,50.3,74.2,41.9,12.6,13.8,9.6,24920
E01001320,Ealing 003E,32.4,53.2,80,54.1,10.7,13.9,12.2,21531
E01001321,Ealing 003F,14.4,47.6,78.9,19.1,15.3,12.6,7.6,28208
E01001270,Ealing 004A,13.1,47.7,77.3,4.2,18.4,11.7,7.2,32823
E01001319,Ealing 004B,12.7,49.5,75.1,8.6,17.8,14.3,5.6,30203
E01001322,Ealing 004C,13.1,46.3,74.3,6.5,26.2,13.6,6.3,30213
E01001323,Ealing 004D,12.4,51.9,73.5,7,33.6,10.8,6.1,29436
E01001341,Ealing 005A,6.8,65.9,61.8,3,35,11.4,6.1,30136
E01001342,Ealing 005B,9.7,63.3,63,2.4,37,9.9,6.1,29759
E01001343,Ealing 005C,13.7,56.8,67.9,2.1,22.2,11.2,7.1,31783
E01001345,Ealing 005D,13.4,67.7,66.3,12.2,22.6,10.9,9.1,27573
E01001265,Ealing 006A,14.2,47,68.7,12,33.2,10.9,6.8,28894
E01001266,Ealing 006B,11.9,51.4,74,2.4,23.5,12.4,6.0,32803
E01001267,Ealing 006C,14,51.6,74.3,31,21.9,11.1,8.7,26422
E01001272,Ealing 006D,12.9,51.5,71,5.5,33.6,11.7,6.5,32402
E01001349,Ealing 006E,16,54.2,79.7,32.1,15.6,11.6,9.4,28631
E01001344,Ealing 007A,13,49.4,69.1,14.8,26.7,9.2,6.8,30165
E01001346,Ealing 007B,8.7,44.1,70.7,2.7,21.1,12.8,4.5,33655
E01001347,Ealing 007C,9.7,46,68.9,2.9,24.3,11.1,6.1,31613
E01001348,Ealing 007D,10.5,44.3,68.8,4.2,34.8,10.7,4.9,34307
E01001257,Ealing 008A,25,58.9,79.1,58.4,13.5,13.3,13.4,20936
E01001324,Ealing 008B,16.6,55.1,74.2,15,34.6,11.5,9.2,27074
E01001326,Ealing 008C,19.9,52.4,77.4,35.2,18.7,12.1,10.9,24536
E01001330,Ealing 008D,17.5,55.6,70.1,49.8,16.7,14.5,11.1,21030
E01001332,Ealing 008E,21.1,60.9,76.3,46.6,17.3,13.7,12.9,22703
E01001325,Ealing 009A,16.9,47.2,86.5,29.2,8.6,14.7,9.0,26653
E01001327,Ealing 009B,13.5,52.6,76.3,27.5,16.2,14.9,9.6,26149
E01001328,Ealing 009C,19.8,57.1,73.1,38.5,17.3,13.8,12.3,23797
E01001329,Ealing 009D,19.2,53.2,77.3,23.8,18.9,13.9,8.3,27005
E01001331,Ealing 009E,30.7,63.1,72.7,46.1,23.1,12.7,14.9,21892
E01001258,Ealing 010B,12,52.2,75.6,10.9,20.8,12.7,8.0,28749
E01001262,Ealing 010C,17.2,52.9,79.6,33.3,13.8,12.0,10.0,25661
E01001263,Ealing 010D,15.9,57.5,75.7,34,18.7,13.6,9.4,25112
E01001264,Ealing 010E,15.7,49.4,77.1,21.6,15.2,10.7,8.4,26999
E01032743,Ealing 010F,22.7,67.6,70.4,26.4,35.9,11.9,9.0,27002
E01032744,Ealing 010G,16.3,64.8,65.2,18.3,34.2,10.4,7.9,24886
E01001276,Ealing 011A,11.1,45.9,64.1,2.5,43.9,9.0,6.5,30943
E01001277,Ealing 011B,10,47.8,65,4,43.9,6.9,5.7,36636
E01001278,Ealing 011C,11.4,52.9,64.5,5.1,47.3,9.1,7.5,36594
E01001280,Ealing 011D,8.7,40.5,74.6,2.6,40.7,8.9,5.1,45336
E01001218,Ealing 012A,18.1,66.7,64,38,22.8,12.8,10.4,23303
E01001260,Ealing 012B,9.4,55.8,70.8,6.5,26.7,11.0,5.3,29410
E01001261,Ealing 012C,13.6,55.6,67.9,15,34.7,11.9,9.0,27312
E01001268,Ealing 012D,7.6,40.8,80.4,2.9,16.7,12.5,5.1,36918
E01001209,Ealing 013A,9.6,20.4,89,1.1,18.9,10.2,3.6,59468
E01001211,Ealing 013B,7.2,26.6,85.7,11.2,29.5,9.7,5.5,49244
E01001279,Ealing 013C,6.2,29.1,88.5,1.2,14,9.5,4.3,62365
E01001281,Ealing 013D,6.6,21.3,89.3,1.8,21.1,8.9,2.8,60760
E01001217,Ealing 014A,12.3,73,71.9,2.9,18.5,14.5,6.3,29473
E01001259,Ealing 014B,16.3,56.1,70.2,5.7,27.5,11.5,8.8,27797
E01001291,Ealing 014C,12.7,73.6,71.9,5.9,22.4,13.8,9.9,27704
E01001292,Ealing 014D,11.1,71.5,73.4,2.6,20.4,11.8,5.1,31102
E01001293,Ealing 014E,11.5,84.7,67.2,8.2,23.6,12.9,7.7,27483
E01001196,Ealing 015A,19.3,50,76.5,39.2,24.5,12.0,10.0,24270
E01001238,Ealing 015B,14.1,54.6,68.2,19.2,45.5,8.1,7.6,27579
E01001239,Ealing 015C,21.2,56.3,75.9,33.1,28.2,10.0,9.6,26825
E01001246,Ealing 015D,15.2,47.9,76.8,23,30.5,11.6,9.9,27083
E01001247,Ealing 015E,15.7,46,74.5,8.3,40.9,8.4,7.8,29974
E01001210,Ealing 016A,19.2,55.2,71.5,55.4,13.6,10.3,13.6,23348
E01001282,Ealing 016B,18.8,41.2,76.9,46.4,11.3,13.5,10.1,25847
E01001283,Ealing 016C,15.4,43.3,79.1,44.8,12.1,11.3,8.6,24617
E01001285,Ealing 016D,16.9,38.6,76,25.1,16.5,12.4,7.0,30397
E01001286,Ealing 016E,20.3,37.3,80.8,24.8,17.3,12.9,6.3,29839
E01001287,Ealing 016F,25.3,57.5,75.2,46.8,13.3,15.0,9.4,26673
E01001294,Ealing 017A,10.2,89.7,67.3,4.5,22.1,11.7,7.1,27090
E01001295,Ealing 017B,8.6,88.6,67.9,3.3,18.6,11.9,7.0,28147
E01001296,Ealing 017C,12.4,84.8,71,12.4,16.1,12.9,7.0,26410
E01001297,Ealing 017D,9.5,89.4,65.1,10.3,24.8,9.8,7.0,26113
E01001298,Ealing 017E,13.4,84.2,70.5,12.3,21.4,10.0,10.9,24512
E01001204,Ealing 018A,8.7,33.3,83.8,12.8,17.9,10.0,4.4,48504
E01001205,Ealing 018B,16.9,47.3,76.9,31.9,26.4,11.9,9.3,28427
E01001206,Ealing 018C,29.4,66.3,69.6,60.1,14.1,11.6,14.2,22767
E01001207,Ealing 018D,8.8,28.1,80.8,9.7,33.2,8.8,5.5,45009
E01001208,Ealing 018E,8.8,23.4,91.4,5.8,9.4,10.8,3.9,56280
E01001212,Ealing 018F,6.4,28.9,85.5,3.3,28.4,9.2,5.5,50728
E01001222,Ealing 019A,8.9,38.4,74.6,13,51,8.0,6.8,35691
E01001224,Ealing 019B,6.8,18.3,91.4,4.6,22.1,9.1,3.7,63907
E01001226,Ealing 019C,8.5,33.4,78.6,9.1,43,7.5,4.4,48370
E01001227,Ealing 019D,6.3,29.9,84.7,7,28.2,9.1,4.2,58756
E01001228,Ealing 019E,5.4,30.7,77.4,9,44.2,8.7,5.2,47578
E01001221,Ealing 020A,5,30.6,77.2,14.5,55.3,6.8,4.5,41317
E01001223,Ealing 020B,4.7,26,79.6,8.2,43.1,7.4,8.0,57045
E01001225,Ealing 020C,7.3,32.6,83.4,17.7,37.2,7.8,4.5,49480
E01001235,Ealing 020D,5.8,30.7,79.3,3.8,53.8,5.9,3.6,54098
E01001236,Ealing 020E,6.3,32.1,82.3,16.2,45.2,7.8,4.7,46625
E01001273,Ealing 020F,5.2,49.1,74.2,1.7,33.8,7.7,4.3,56552
E01001274,Ealing 020G,9.1,63.3,63.1,7.7,40.7,7.9,4.9,51108
E01001275,Ealing 020H,6.4,34.8,80.6,13,47.6,8.0,7.5,44651
E01001195,Ealing 021A,10.4,51.7,73.2,3.3,35.8,10.6,5.8,35079
E01001197,Ealing 021B,9.4,42.4,69,19,38.9,9.5,7.7,34569
E01001198,Ealing 021C,10.8,28.6,80,13,36.1,10.2,5.7,37399
E01001199,Ealing 021D,14.8,38.8,77.4,27.2,34.9,12.6,7.7,32723
E01001284,Ealing 022A,11.2,31.4,84.8,4.3,14.5,11.7,4.3,40019
E01001288,Ealing 022B,13.7,31.4,81,9.8,25.4,13.9,5.6,40809
E01001289,Ealing 022C,13.7,31.6,85.3,8.6,21.2,10.5,6.5,41737
E01001290,Ealing 022D,9.5,29,78,11.7,36.6,10.0,4.4,41025
E01001213,Ealing 023A,15.5,90.9,66.8,15.9,19.5,10.3,9.2,23618
E01001214,Ealing 023B,7.8,91.3,63.5,6.3,21.2,9.8,7.0,27931
E01001215,Ealing 023C,11.6,90.1,59.6,21,25.2,10.3,10.0,23910
E01001216,Ealing 023D,10.9,86.5,65.1,10.9,23.5,9.4,7.8,28304
E01001361,Ealing 023E,14.1,93,58.5,25.4,31.1,10.5,10.1,23238
E01001240,Ealing 024A,12.5,51.6,73,20.9,31.8,9.8,8.6,27987
E01001241,Ealing 024B,10.7,48.6,73.2,13.7,35.2,9.5,6.8,30063
E01001242,Ealing 024C,14.7,48.1,76.7,28.8,26.1,10.7,7.5,32092
E01001243,Ealing 024D,17.4,54.1,73,34.1,25.7,9.7,6.9,27804
E01001244,Ealing 024E,17.7,56.1,71.2,29.4,33.9,9.4,8.2,26628
E01001245,Ealing 024F,10.7,34.2,80.4,12.2,30.1,8.1,5.1,38534
E01001200,Ealing 025A,8.5,32.5,80.9,10.1,31.9,8.8,5.5,40521
E01001201,Ealing 025B,11.1,26.5,84,17.8,28.5,10.3,5.5,41983
E01001202,Ealing 025C,15.5,46.8,71.5,32.6,37.8,9.7,7.1,27046
E01001203,Ealing 025D,8.6,36.4,73.3,33.9,35.7,10.5,8.1,27754
E01001351,Ealing 025E,10.9,39.5,72.7,24,39.5,8.4,8.6,29816
E01001359,Ealing 026A,9.4,96.5,53.7,13.3,27,10.7,9.3,23108
E01001360,Ealing 026B,9.3,96.3,57,4.8,24.4,9.8,8.7,25156
E01001362,Ealing 026C,8.2,92.1,58.9,13.5,27,9.8,10.0,23346
E01001363,Ealing 026D,12.3,94.2,54.8,12.1,24.6,10.7,9.9,22600
E01001364,Ealing 026E,16.5,88.5,61.6,41.7,12.8,11.8,10.4,21384
E01001365,Ealing 026F,10.3,94.5,54.1,6.3,27.3,10.4,9.2,23892
E01001231,Ealing 027A,7.5,37.7,81.6,5.7,29.2,9.3,4.6,48309
E01001234,Ealing 027B,7.2,35.7,81.4,11.9,49.7,7.6,5.4,40437
E01001350,Ealing 027C,7.7,32.2,74.6,14.2,36.2,10.5,6.8,43208
E01001352,Ealing 027D,7.7,31.6,78.5,11.7,41.9,8.8,4.2,44416
E01001354,Ealing 027E,6.5,29.7,77,7.8,39.3,6.7,4.3,44557
E01001249,Ealing 028A,15.4,51.5,70.7,45.6,31.3,10.5,9.0,26775
E01001250,Ealing 028B,13,39.4,77,29,31.4,9.5,9.0,27653
E01001255,Ealing 028C,8.2,30.6,91.3,7.2,19.2,11.2,6.2,47749
E01001383,Ealing 028D,8,32,85.3,6.2,28.2,9.3,6.0,46751
E01001388,Ealing 028E,11.4,37.7,77.4,42.4,20.3,9.9,6.4,30530
E01001389,Ealing 028F,6.6,32.9,76.6,14.2,37.3,7.8,6.3,37597
E01001219,Ealing 029A,21.4,79.9,63.1,53.9,12.5,13.0,11.2,20521
E01001220,Ealing 029B,25.7,78.5,67.1,64.8,10.8,13.6,15.3,18907
E01001334,Ealing 029C,17.4,89.3,60.7,53.1,12.6,13.8,12.7,18889
E01001337,Ealing 029D,16.8,62.7,79,41.4,11.7,13.1,9.6,26623
E01001338,Ealing 029E,13.9,87.3,68.1,18.9,21.6,12.1,19.7,26037
E01001339,Ealing 029F,23.2,80.3,72,47,9.5,14.1,12.8,24139
E01001340,Ealing 029G,20.8,61.3,73.9,45.7,22.5,12.0,10.0,27603
E01001251,Ealing 030A,10.9,28.5,84.7,5.2,26.4,10.0,5.4,38453
E01001252,Ealing 030B,12.1,35.8,70.2,14.7,41.7,9.7,7.4,31129
E01001253,Ealing 030C,13.1,28,84.2,9.9,27.9,11.8,6.5,35294
E01001254,Ealing 030D,8.1,21.4,87.1,15.3,18.9,11.9,4.9,41932
E01001229,Ealing 031A,21.3,34.3,84.6,36.7,16.4,10.8,8.9,28770
E01001230,Ealing 031B,6.5,25.6,86.2,7.5,36.9,8.1,9.6,54732
E01001232,Ealing 031C,12.4,34.5,81.7,22.1,21.2,9.4,6.8,39618
E01001233,Ealing 031D,11,31.3,84.6,23.4,28.2,9.1,5.2,35897
E01001237,Ealing 031E,5.1,20.5,86.2,7.7,42.3,7.2,4.8,55692
E01001386,Ealing 031F,4.8,17.3,88.7,7.1,27.6,7.9,4.9,58973
E01001303,Ealing 032A,8,19.6,89.1,3.7,30.1,8.3,3.9,54080
E01001382,Ealing 032B,5.3,22.2,90.4,2.3,15.6,9.2,3.1,59693
E01001384,Ealing 032C,5.3,28.3,86.3,4.4,31.5,7.9,3.2,48153
E01001385,Ealing 032D,6.4,22.4,88.8,2.5,29.2,9.8,3.7,52582
E01001387,Ealing 032E,5.2,24.4,83,11.9,38.1,8.7,5.9,46446
E01001353,Ealing 033A,11.1,37,72.7,29.8,35.5,7.9,6.1,30015
E01001355,Ealing 033B,10.1,33.1,80.3,25.4,30.3,8.9,6.9,31586
E01001356,Ealing 033C,18,65.1,64.7,70.9,10.8,9.6,15.2,19830
E01001357,Ealing 033D,21.1,57,66.9,48.1,15.7,13.3,9.7,24023
E01001358,Ealing 033E,27.5,67.5,64.5,72.5,10.2,12.5,15.2,19552
E01001375,Ealing 034A,6.1,12.4,93.1,1.6,26.1,6.7,3.3,65609
E01001377,Ealing 034B,5.3,15.6,92.5,9.5,22.7,7.4,3.3,66558
E01001379,Ealing 034C,6.1,12.7,90.8,3.4,22.6,8.0,2.7,65074
E01001381,Ealing 034D,7,28.4,78,8.8,43.1,7.7,6.2,37276
E01001248,Ealing 035A,11.9,35.8,89.3,16.9,18.6,10.7,5.7,36618
E01001299,Ealing 035B,7.1,25,88.9,2,17.5,11.8,5.0,49240
E01001305,Ealing 035C,8,23.6,89.4,2.5,15.9,10.6,3.8,54176
E01001306,Ealing 035D,5,19.4,89.9,2.4,22.9,8.5,5.1,51314
E01001366,Ealing 037A,13.1,93.1,57.1,12.2,30,9.8,10.4,22511
E01001367,Ealing 037B,11.8,91.2,50.3,16.5,41.4,8.5,10.4,20329
E01001368,Ealing 037C,12.7,92.5,57,18,20.8,9.8,9.0,23882
E01001370,Ealing 037D,13.2,89.9,61.5,10.3,29.1,12.6,11.6,23698
E01001371,Ealing 037E,18,90.8,58.6,15.5,32.8,10.6,10.9,21897
E01001372,Ealing 037F,15.4,91.6,52.5,13.4,34.1,9.5,10.7,22354
E01001373,Ealing 037G,13.1,92.7,56.6,9.2,26,9.6,9.5,22119
E01001333,Ealing 038A,13.5,88.3,52.8,31.6,28.6,9.5,12.9,21220
E01001335,Ealing 038B,6.7,76.9,78.2,13.5,13.2,13.7,7.5,34394
E01001336,Ealing 038C,9.4,75.6,72.6,26.6,21.2,11.4,8.0,27412
E01001369,Ealing 038D,11.8,89.7,56.2,13,35.2,9.4,11.4,22185
E01001300,Ealing 039A,7.6,22,87.2,2.1,24.5,7.8,3.3,56031
E01001301,Ealing 039B,6.5,27.5,78.8,16.3,37.2,5.3,4.0,40849
E01001302,Ealing 039C,8.6,24.8,88.3,5.2,26.1,8.8,5.2,47629
E01001304,Ealing 039D,6,22.9,90.6,17.4,29.5,9.2,3.5,46742
E01001374,Ealing 040A,8.9,24.1,88.8,11.1,29.6,8.7,4.6,46161
E01001376,Ealing 040B,11.4,33.2,83.8,20.6,35,9.4,6.9,36937
E01001380,Ealing 040C,4.6,19.2,91.5,10.2,30.7,7.9,3.9,51794
E01032572,Ealing 040D,5.7,21.4,86.4,12.7,40,6.9,4.1,50600
E01001444,Enfield 001A,19,37.1,86.7,7.1,17.4,16.0,8.8,26270
E01001446,Enfield 001B,16.9,36.2,84.5,12.2,22,14.3,10.8,24588
E01001546,Enfield 001C,22.8,34.9,86.6,16.6,20.2,15.0,10.6,25282
E01001552,Enfield 001D,15.8,32.3,86.5,9.7,15,15.6,6.5,27946
E01001442,Enfield 002A,32.7,41.6,78.8,41.8,20.7,15.6,14.7,19656
E01001545,Enfield 002B,27.8,40,82.6,49.8,15.3,15.3,12.5,21075
E01001547,Enfield 002C,17.6,39.7,78.9,12.3,20.5,15.5,10.7,24964
E01001548,Enfield 002D,23.4,40.5,81.4,23.8,18,14.3,10.2,24120
E01001551,Enfield 002E,22.1,33.5,83.5,40.2,10.3,14.4,12.7,22624
E01001445,Enfield 003B,20.4,46.7,79.8,13.4,31.7,13.4,9.1,25885
E01001447,Enfield 003C,21.7,39.4,81.1,35.6,22.3,14.1,15.5,21943
E01001448,Enfield 003D,22.9,50.1,81.5,20.2,24.3,13.8,12.5,23917
E01001449,Enfield 003E,23.3,42.1,86.4,20.3,18.6,14.2,12.0,24773
E01033148,Enfield 003F,29.5,54.4,80,38.3,16.2,15.0,12.1,25734
E01033150,Enfield 003G,26.6,57.3,76.6,19.4,38.3,13.0,9.3,27016
E01001408,Enfield 004A,13.3,15.4,95.3,8.8,13.5,15.5,6.0,38886
E01001411,Enfield 004B,13.3,17.6,92.2,11.6,15.9,13.9,6.0,38125
E01001412,Enfield 004C,14.3,18.6,93.2,19.4,13.1,14.8,6.5,32055
E01001413,Enfield 004D,7.5,8.5,97.4,6.9,6.5,15.1,3.9,46758
E01001414,Enfield 004E,20.4,29.9,86.5,52.8,10.5,14.0,10.9,22623
E01001407,Enfield 005A,15.2,21.1,92,11.4,13.5,14.9,6.5,33739
E01001409,Enfield 005B,17.7,38.5,85.1,16.9,28.8,14.9,10.8,25070
E01001410,Enfield 005C,24.6,36.2,84.9,40.7,20.1,15.3,14.1,21758
E01001516,Enfield 005D,20.7,40.7,82.9,26.9,15.9,13.9,9.1,25934
E01001537,Enfield 005E,14.1,20.9,92.2,3.7,28.3,14.6,5.4,36231
E01001439,Enfield 006A,27.1,44.1,75.1,27.5,32.3,15.6,11.8,21056
E01001441,Enfield 006B,19.6,41.7,79.3,35,16,16.3,13.0,21589
E01001517,Enfield 006C,24.1,45.7,76.3,54,17.1,13.1,14.4,18525
E01001549,Enfield 006D,27.4,47.1,72.7,28.4,36.2,13.9,16.1,19416
E01001550,Enfield 006E,23.2,33.9,84,28.9,13.2,14.1,12.3,24875
E01001433,Enfield 007A,29.6,35.4,85.6,39.9,15.4,15.4,14.8,22480
E01001434,Enfield 007B,16.7,37,81.5,9.6,16,14.4,7.8,25498
E01001435,Enfield 007C,19.2,42,85.3,7.2,16.4,14.3,8.3,26282
E01001436,Enfield 007D,18.7,40.2,83.2,7.5,19,14.6,9.2,26219
E01001438,Enfield 007E,24.7,43.9,82.7,22.3,22.3,14.7,12.1,24310
E01001469,Enfield 008A,13.3,23.1,93,17.5,12.3,14.3,6.2,35747
E01001536,Enfield 008B,10.8,13.3,93.9,8.5,22.5,13.3,5.7,42590
E01001540,Enfield 008C,11.5,18.4,92.7,2.9,30.2,13.4,6.6,37697
E01001541,Enfield 008D,8.8,15.6,96.6,4.6,15.4,12.5,4.4,45162
E01001542,Enfield 008E,13.4,23.9,92.2,20.4,17.6,15.1,7.4,29130
E01001538,Enfield 009A,11.8,15.5,96.5,4,3.8,18.4,5.2,41620
E01001539,Enfield 009B,10.5,17.1,95.7,5.5,13.9,17.2,5.2,39600
E01001543,Enfield 009C,10.1,20.4,95.8,2.5,7.4,16.9,5.2,41601
E01001544,Enfield 009D,6.7,17,92.6,2,9.3,14.1,5.5,43139
E01001457,Enfield 010A,6.5,17.3,91,1.9,26.4,13.1,4.8,44314
E01001468,Enfield 010B,8.4,28.1,92,14.3,19.8,12.9,3.3,45056
E01001471,Enfield 010C,6.7,19.9,94.6,2.3,26.5,14.0,6.8,39860
E01001472,Enfield 010D,8.7,15.7,94.6,6.2,23.3,14.9,5.4,38917
E01001474,Enfield 010E,7,16.9,95.1,2,22,15.5,3.3,50376
E01001415,Enfield 011A,8.7,22.2,85.1,15.7,23.2,14.3,6.4,35648
E01001417,Enfield 011B,5,22.7,95,2.8,6.3,16.7,2.8,64933
E01001418,Enfield 011C,10.7,25.9,84.8,17.4,18.5,13.6,7.8,36427
E01001422,Enfield 011D,6.4,24.2,94.3,0.4,6.4,15.8,3.6,72271
E01001440,Enfield 012A,17.9,45.6,79.6,19.6,17.1,15.1,11.0,24534
E01001504,Enfield 012B,17.3,47.4,78.2,10.5,20.9,13.4,9.9,25245
E01001505,Enfield 012C,20.6,54.3,78.5,20.6,22.9,16.7,11.8,23920
E01001507,Enfield 012D,18,55.5,70.8,24.7,33.9,12.4,11.7,21496
E01001508,Enfield 012E,20.3,57.5,75.1,17.4,31.3,11.8,10.5,22876
E01001513,Enfield 012F,19.4,34.1,85.6,32.7,16.2,14.2,9.4,24459
E01001416,Enfield 013A,7,27.5,93.3,2.7,4.3,13.8,4.6,53121
E01001470,Enfield 013B,9.5,15,93.4,4.5,8.4,17.3,4.1,44672
E01001473,Enfield 013C,15.7,24.4,91.2,18.3,7.9,13.7,8.6,35519
E01001475,Enfield 013D,6.8,24.6,92.9,1.6,7.2,12.4,4.6,48733
E01001437,Enfield 014A,23.2,47.7,79.2,38.1,24.9,13.6,13.0,21814
E01001506,Enfield 014B,24.6,59.5,77.3,26.2,27.4,15.1,12.9,21930
E01001509,Enfield 014C,23,58.1,69.6,17.4,34.3,13.7,10.2,22238
E01001510,Enfield 014D,30.5,57.1,69.2,78.5,11,16.8,18.2,17485
E01001405,Enfield 015A,7.9,19.2,92,6.8,23.9,11.3,6.3,39128
E01001406,Enfield 015B,16.3,30.2,89.2,14.4,26.4,13.4,7.1,31457
E01001450,Enfield 015C,12.7,24.4,87.7,8.4,36.7,14.0,7.7,32216
E01001512,Enfield 015D,13.8,25.1,86.4,8.6,25.7,14.2,6.8,32194
E01001515,Enfield 015E,23.2,48.2,77.4,43.7,24.2,14.8,12.8,22114
E01001401,Enfield 016A,9.6,27.7,93.2,4,7,13.3,5.9,37151
E01001478,Enfield 016B,20,40.2,85.8,15.6,14.3,18.0,9.2,27174
E01001484,Enfield 016C,17.4,38.7,83.5,3.1,18.8,13.9,7.3,26873
E01001511,Enfield 016D,16,32.8,85.6,3.9,20.1,12.9,6.4,31541
E01001514,Enfield 016E,20.6,31.4,89.6,17.5,17.7,14.7,7.7,31087
E01001518,Enfield 016F,14.6,29.6,89.2,3.9,29.1,14.7,7.1,35474
E01001451,Enfield 017A,7.9,15.5,93.6,2.9,14.8,14.4,4.5,44665
E01001452,Enfield 017B,8.6,21.9,93.9,2.7,7.6,14.4,3.2,55046
E01001453,Enfield 017C,7.3,20,93.3,4.2,11,14.9,6.3,49982
E01001454,Enfield 017D,8.3,19.4,94.1,0.9,13.9,14.6,4.2,51614
E01001476,Enfield 018A,17.9,48.4,75.5,11.6,22.9,14.9,8.7,25617
E01001477,Enfield 018B,19.4,52.1,77.4,29.5,15.8,11.3,10.0,23225
E01001481,Enfield 018C,14.9,52.7,79.5,8.5,18.5,14.3,9.3,24933
